,km_driven,fuel,seller_type,transmission,owner,seats,age,mileage_count,engine_volume,max_power_count,torque_1,rpm_min,rpm_max
1190,30000,Petrol,Dealer,Manual,First Owner,5.0,6,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
1191,5000,Petrol,Individual,Manual,First Owner,5.0,4,15.105,1197.0,81.86,113.75,4000.0,4000.0
1192,25000,Petrol,Individual,Manual,First Owner,5.0,6,12.7575,1591.0,121.4,154.9,4200.0,4200.0
1194,80000,Diesel,Individual,Manual,First Owner,7.0,14,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
1195,29000,Petrol,Individual,Manual,Second Owner,5.0,8,11.25,1598.0,103.5,153.0,3800.0,3800.0
1196,56832,Diesel,Dealer,Manual,First Owner,5.0,5,16.8895,1461.0,83.14,200.0,1750.0,1750.0
1197,30528,Petrol,Dealer,Manual,First Owner,5.0,7,13.950000000000001,1197.0,81.86,114.73,4000.0,4000.0
1198,65285,Diesel,Dealer,Manual,First Owner,5.0,8,20.994999999999997,1498.0,98.63,200.0,1750.0,1750.0
1199,20102,Diesel,Dealer,Manual,First Owner,8.0,1,11.628,2393.0,147.51,343.0,1400.0,2800.0
1200,43000,Petrol,Dealer,Manual,First Owner,5.0,6,14.024999999999999,1199.0,88.7,110.0,4800.0,4800.0
1201,52380,Diesel,Dealer,Manual,First Owner,5.0,8,20.0515,1364.0,67.04,170.0,1800.0,2400.0
1202,74250,Diesel,Dealer,Manual,First Owner,7.0,3,17.849999999999998,1498.0,74.96,210.0,1600.0,2200.0
1203,57247,Petrol,Dealer,Automatic,First Owner,5.0,4,15.6675,1197.0,81.8,113.0,4200.0,4200.0
1204,52000,Diesel,Individual,Manual,First Owner,5.0,4,20.655,1248.0,88.5,200.0,1750.0,1750.0
1205,47000,Petrol,Individual,Manual,Second Owner,5.0,10,12.712499999999999,1498.0,97.7,134.0,4000.0,4000.0
1206,80000,Diesel,Individual,Manual,Third Owner,5.0,10,15.13,1399.0,68.0,159.74,2000.0,2000.0
1207,85000,Diesel,Individual,Manual,Second Owner,5.0,10,15.299999999999999,1248.0,75.0,190.0,1750.0,1750.0
1208,100000,Diesel,Individual,Manual,First Owner,5.0,9,16.405,1248.0,73.9,190.0,2000.0,2000.0
1209,110000,Petrol,Individual,Manual,First Owner,5.0,10,12.712499999999999,1498.0,97.7,134.0,4000.0,4000.0
1210,178000,Diesel,Individual,Manual,Second Owner,5.0,11,17.34,1248.0,91.7,209.0,2000.0,2000.0
1211,120000,Petrol,Individual,Manual,Third Owner,5.0,11,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
1212,70000,Diesel,Individual,Manual,First Owner,5.0,4,13.855,1956.0,170.0,350.0,1750.0,2500.0
1213,120000,Diesel,Individual,Automatic,First Owner,5.0,10,10.88,1968.0,167.6,350.0,1750.0,2500.0
1214,155000,Diesel,Individual,Manual,Third Owner,8.0,11,10.88,2494.0,102.0,199.92,1400.0,3400.0
1215,30000,Petrol,Individual,Manual,First Owner,5.0,6,15.3825,998.0,67.04,90.0,3500.0,3500.0
1216,60000,Petrol,Individual,Manual,Third Owner,5.0,12,14.174999999999999,1061.0,67.0,84.0,3500.0,3500.0
1217,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,9,18.7595,1199.0,73.9,180.0,2000.0,2000.0
1218,120000,Diesel,Individual,Manual,First Owner,5.0,9,18.972,1582.0,126.32,259.8,1900.0,2750.0
1219,120000,Diesel,Individual,Manual,First Owner,5.0,6,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1220,100000,Diesel,Individual,Manual,First Owner,5.0,8,17.0,1399.0,68.1,160.0,2000.0,2000.0
1221,120000,Diesel,Individual,Manual,Third Owner,5.0,11,19.55,1396.0,90.0,219.52,1750.0,2750.0
1222,90000,Diesel,Individual,Manual,Second Owner,5.0,9,19.465,1248.0,74.0,190.0,2000.0,2000.0
1223,90000,Petrol,Individual,Manual,First Owner,5.0,9,14.25,998.0,67.1,90.0,3500.0,3500.0
1224,100000,Diesel,Individual,Manual,Second Owner,8.0,8,11.9,2498.0,112.0,260.0,1800.0,2200.0
1225,120000,Petrol,Individual,Manual,Third Owner,5.0,10,13.200000000000001,1496.0,88.7,132.0,3000.0,3000.0
1226,35000,Diesel,Individual,Manual,First Owner,5.0,4,21.955499999999997,1498.0,99.0,215.0,1750.0,3000.0
1227,120000,Petrol,Individual,Manual,First Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
1228,10000,Diesel,Individual,Manual,First Owner,5.0,2,19.159,1396.0,88.76,224.0,1500.0,2750.0
1230,65000,Diesel,Individual,Manual,Second Owner,5.0,4,21.675,1498.0,98.6,200.0,1750.0,1750.0
1231,90000,Petrol,Individual,Manual,Third Owner,5.0,14,10.125,1799.0,130.0,172.0,4300.0,4300.0
1232,90000,Petrol,Individual,Manual,First Owner,5.0,9,15.690000000000001,998.0,67.1,90.0,3500.0,3500.0
1233,42323,Diesel,Dealer,Manual,First Owner,5.0,5,18.0115,1396.0,88.76,219.66,1500.0,2750.0
1234,42462,Petrol,Dealer,Manual,First Owner,5.0,8,12.600000000000001,1497.0,116.3,146.0,4800.0,4800.0
1235,54723,Diesel,Dealer,Manual,First Owner,5.0,6,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
1236,42545,Diesel,Dealer,Automatic,First Owner,5.0,10,16.677,1998.0,190.0,400.0,1750.0,2500.0
1237,32000,Diesel,Dealer,Manual,First Owner,5.0,5,21.335,1248.0,88.5,200.0,1750.0,1750.0
1240,20375,Petrol,Dealer,Manual,First Owner,5.0,3,15.6675,1197.0,81.8,113.0,4200.0,4200.0
1241,43978,Diesel,Dealer,Manual,Second Owner,5.0,8,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
1242,50000,Diesel,Individual,Manual,First Owner,5.0,3,20.655,1248.0,88.5,200.0,1750.0,1750.0
1243,30000,Petrol,Individual,Manual,First Owner,5.0,3,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
1244,90000,Diesel,Individual,Manual,First Owner,7.0,7,17.6545,1248.0,88.8,200.0,1750.0,1750.0
1245,48000,Diesel,Dealer,Manual,Second Owner,5.0,8,18.445,1498.0,98.96,215.0,1750.0,2500.0
1246,27233,Diesel,Dealer,Manual,First Owner,5.0,7,23.29,1498.0,98.63,200.0,1750.0,1750.0
1247,28832,Diesel,Dealer,Manual,First Owner,5.0,4,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
1248,35000,Petrol,Individual,Manual,First Owner,5.0,10,11.25,1368.0,90.0,116.0,4750.0,4750.0
1249,35000,Petrol,Individual,Manual,First Owner,7.0,6,12.015,1373.0,93.7,130.0,4000.0,4000.0
1250,40000,Diesel,Individual,Manual,First Owner,5.0,4,20.655,1248.0,88.5,200.0,1750.0,1750.0
1251,80000,Petrol,Individual,Manual,Second Owner,5.0,14,13.274999999999999,1497.0,78.0,124.46000000000001,2700.0,2700.0
1252,30000,Diesel,Individual,Manual,Second Owner,7.0,5,14.6285,1493.0,100.0,240.0,1600.0,2800.0
1253,50000,Petrol,Individual,Manual,Second Owner,5.0,12,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
1254,40000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1255,120000,Diesel,Individual,Manual,First Owner,7.0,1,12.834999999999999,2179.0,152.87,360.0,1750.0,2800.0
1256,60000,Diesel,Individual,Manual,Second Owner,5.0,10,17.935000000000002,1248.0,73.9,113.0,4500.0,4500.0
1257,110000,Diesel,Individual,Manual,First Owner,9.0,7,13.566,2523.0,63.0,180.0,1440.0,1500.0
1258,67000,Diesel,Individual,Manual,First Owner,7.0,5,13.09,1997.0,120.0,280.0,1800.0,2800.0
1259,50000,Diesel,Individual,Manual,Second Owner,5.0,11,17.0,1399.0,68.0,160.0,2000.0,2000.0
1260,40000,Petrol,Individual,Manual,First Owner,5.0,13,13.649999999999999,1061.0,64.0,84.0,3500.0,3500.0
1261,98000,Diesel,Individual,Manual,First Owner,8.0,14,8.924999999999999,2179.0,120.0,290.0,1800.0,2800.0
1262,120000,Diesel,Individual,Manual,First Owner,5.0,6,20.0515,1364.0,67.05,170.0,1800.0,2400.0
1263,60000,Petrol,Individual,Manual,First Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
1264,80000,Diesel,Individual,Manual,First Owner,5.0,4,20.655,1248.0,88.5,200.0,1750.0,1750.0
1265,50000,Diesel,Individual,Manual,First Owner,7.0,6,17.6545,1248.0,88.76,200.0,1750.0,1750.0
1266,90000,Diesel,Individual,Manual,First Owner,5.0,7,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
1267,70000,Diesel,Individual,Manual,First Owner,5.0,4,18.275,1497.0,108.5,260.0,1500.0,2750.0
1268,110000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,14,12.665,1991.0,112.2,245.00000000000003,1800.0,2800.0
1269,30000,Petrol,Individual,Automatic,First Owner,5.0,2,17.88,1199.0,83.83,114.0,3500.0,3500.0
1270,80000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1271,110000,Diesel,Individual,Manual,Second Owner,5.0,9,16.405,1248.0,73.9,190.0,2000.0,2000.0
1272,120000,Petrol,Individual,Manual,Third Owner,5.0,14,12.975000000000001,993.0,60.0,78.0,4500.0,4500.0
1273,70000,Petrol,Individual,Manual,Second Owner,5.0,7,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
1274,60000,Diesel,Individual,Manual,First Owner,5.0,3,19.159,1396.0,88.76,224.0,1500.0,2750.0
1275,90000,Petrol,Individual,Manual,First Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
1276,90000,Diesel,Individual,Manual,Third Owner,8.0,10,10.2425,2179.0,120.0,290.0,1800.0,2800.0
1277,50000,Petrol,Individual,Manual,First Owner,5.0,6,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
1278,90000,Diesel,Individual,Manual,Third Owner,5.0,8,21.93,1498.0,98.6,200.0,1750.0,1750.0
1279,115000,Diesel,Individual,Manual,Second Owner,5.0,6,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1280,150000,Petrol,Individual,Automatic,Second Owner,5.0,8,11.25,1396.0,98.6,136.3,4200.0,4200.0
1281,68000,Petrol,Individual,Manual,Second Owner,5.0,6,15.299999999999999,1197.0,81.8,113.0,4200.0,4200.0
1282,90000,Diesel,Individual,Manual,Second Owner,7.0,8,13.566,2523.0,62.1,195.0,1400.0,2200.0
1283,110000,Petrol,Individual,Automatic,Third Owner,5.0,11,11.7,1497.0,116.3,146.0,4800.0,4800.0
1284,70000,Diesel,Individual,Manual,Second Owner,7.0,8,13.566,2523.0,62.1,195.0,1400.0,2200.0
1286,100000,Petrol,Individual,Manual,Second Owner,5.0,14,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
1287,77000,Petrol,Individual,Manual,Third Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
1288,35500,Diesel,Individual,Manual,First Owner,5.0,3,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
1289,17500,Petrol,Individual,Manual,First Owner,5.0,3,15.3825,998.0,67.04,90.0,3500.0,3500.0
1290,27000,Petrol,Individual,Manual,First Owner,5.0,4,17.9625,998.0,67.05,90.0,3500.0,3500.0
1291,25000,Petrol,Individual,Manual,First Owner,5.0,5,15.3825,998.0,67.04,90.0,3500.0,3500.0
1292,80000,Diesel,Individual,Manual,First Owner,5.0,6,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1293,60000,Petrol,Individual,Manual,Second Owner,5.0,9,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
1294,38000,Diesel,Individual,Manual,First Owner,5.0,8,18.7595,1199.0,73.9,180.0,2000.0,2000.0
1295,100000,LPG,Individual,Manual,Second Owner,5.0,9,26.2,998.0,58.2,77.0,3500.0,3500.0
1296,110000,Diesel,Individual,Manual,First Owner,8.0,10,10.88,2494.0,102.0,199.92,1400.0,3400.0
1297,92000,Diesel,Individual,Manual,First Owner,7.0,5,18.615,1498.0,98.6,200.0,1750.0,1750.0
1298,180000,Diesel,Individual,Manual,Third Owner,9.0,9,13.566,2523.0,62.1,195.0,1440.0,2200.0
1299,10000,Petrol,Individual,Manual,First Owner,5.0,3,16.049999999999997,1197.0,83.1,115.0,4000.0,4000.0
1300,35000,Petrol,Individual,Manual,Second Owner,5.0,4,18.525,796.0,47.3,69.0,3500.0,3500.0
1301,35000,Diesel,Individual,Manual,First Owner,5.0,4,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
1302,23000,Diesel,Individual,Manual,First Owner,5.0,5,20.4,1120.0,70.0,160.0,1500.0,2750.0
1303,150000,Diesel,Individual,Manual,Third Owner,5.0,9,16.226499999999998,1396.0,69.0,135.0,2500.0,2500.0
1304,70000,Diesel,Individual,Manual,First Owner,5.0,6,20.74,1120.0,71.0,180.4,1750.0,2500.0
1305,40000,Petrol,Individual,Manual,First Owner,5.0,4,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
1306,100000,Diesel,Individual,Manual,Second Owner,5.0,9,18.615,1396.0,90.0,219.52,1750.0,2750.0
1307,50000,Petrol,Individual,Manual,Second Owner,5.0,4,18.525,796.0,47.3,69.0,3500.0,3500.0
1308,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,11,16.405,1248.0,73.9,190.0,2000.0,2000.0
1309,60000,Diesel,Individual,Manual,Second Owner,5.0,6,20.74,1120.0,71.0,180.4,1750.0,2500.0
1310,28000,Petrol,Individual,Manual,Second Owner,5.0,6,17.055,796.0,47.3,69.0,3500.0,3500.0
1311,60000,Petrol,Individual,Manual,Third Owner,5.0,12,13.125,1298.0,85.8,114.0,4000.0,4000.0
1312,12000,Diesel,Individual,Automatic,First Owner,7.0,3,9.2735,3198.0,197.0,470.0,1750.0,2500.0
1313,4500,Petrol,Individual,Manual,First Owner,5.0,2,14.625,1199.0,88.76,110.0,4800.0,4800.0
1314,70000,Diesel,Individual,Manual,First Owner,5.0,8,21.25,1396.0,69.0,140.0,1800.0,3000.0
1315,120000,Diesel,Individual,Manual,First Owner,5.0,4,16.8895,1461.0,83.8,200.0,1750.0,1750.0
1316,80000,Petrol,Individual,Automatic,First Owner,5.0,6,14.25,1199.0,88.7,110.0,4800.0,4800.0
1317,150000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,12,9.8345,2179.0,138.1,320.0,1700.0,2700.0
1318,120000,Petrol,Individual,Manual,First Owner,5.0,12,11.774999999999999,1390.0,75.0,107.80000000000001,3000.0,3000.0
1319,50000,Diesel,Individual,Manual,First Owner,5.0,7,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
1320,83000,Petrol,Individual,Manual,First Owner,5.0,9,12.600000000000001,1497.0,116.3,146.0,4800.0,4800.0
1321,20000,Diesel,Individual,Manual,First Owner,5.0,4,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
1322,49000,Diesel,Individual,Automatic,First Owner,7.0,3,10.965,2755.0,174.5,450.0,1600.0,2400.0
1323,6750,Petrol,Individual,Manual,First Owner,5.0,4,13.875,1198.0,86.8,109.0,4500.0,4500.0
1324,52000,Petrol,Individual,Manual,First Owner,5.0,4,12.75,1197.0,81.86,113.75,4000.0,4000.0
1325,51000,Diesel,Individual,Automatic,First Owner,5.0,4,14.4585,1582.0,126.2,259.9,1900.0,2750.0
1326,20000,Petrol,Individual,Automatic,First Owner,5.0,2,16.5,1197.0,81.8,113.0,4200.0,4200.0
1327,18500,Petrol,Individual,Manual,First Owner,5.0,10,13.875,1197.0,85.8,114.0,4000.0,4000.0
1328,142000,Diesel,Individual,Manual,First Owner,7.0,4,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
1329,50478,Petrol,Individual,Manual,First Owner,5.0,5,11.8875,1499.0,110.4,140.0,4400.0,4400.0
1330,40000,Diesel,Individual,Manual,First Owner,5.0,5,16.8895,1461.0,83.8,200.0,1750.0,1750.0
1331,2300,Petrol,Individual,Manual,First Owner,5.0,2,17.025,799.0,53.64,72.0,4386.0,4386.0
1332,40000,Petrol,Individual,Manual,First Owner,5.0,5,17.055,796.0,47.3,69.0,3500.0,3500.0
1333,119000,Diesel,Individual,Manual,First Owner,8.0,9,11.9,2489.0,95.0,220.0,1400.0,2600.0
1334,100000,Diesel,Individual,Manual,First Owner,7.0,4,20.842,1248.0,88.5,200.0,1750.0,1750.0
1335,50000,Petrol,Individual,Manual,Second Owner,5.0,12,14.174999999999999,1061.0,67.0,84.0,3500.0,3500.0
1336,15000,Petrol,Individual,Manual,First Owner,5.0,3,12.75,1198.0,108.5,170.0,1750.0,4000.0
1337,31800,Diesel,Dealer,Automatic,First Owner,5.0,3,14.4585,1968.0,188.0,400.0,1750.0,3000.0
1338,45000,Diesel,Dealer,Automatic,First Owner,5.0,4,16.4305,1999.0,177.0,430.0,1750.0,2500.0
1339,17000,Petrol,Individual,Automatic,First Owner,5.0,4,7.125,3604.0,280.0,347.0,4300.0,4300.0
1340,4295,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3,12.825000000000001,1496.0,105.5,140.0,4200.0,4200.0
1341,5229,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3,12.825000000000001,1496.0,105.5,140.0,4200.0,4200.0
1342,4701,Petrol,Trustmark Dealer,Manual,First Owner,5.0,2,15.524999999999999,1197.0,81.86,113.75,4000.0,4000.0
1343,6757,Petrol,Trustmark Dealer,Manual,First Owner,5.0,5,15.7575,1197.0,81.8,113.0,4200.0,4200.0
1344,28182,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,5,10.725000000000001,1598.0,103.52,153.0,3800.0,3800.0
1345,11533,Petrol,Trustmark Dealer,Manual,First Owner,5.0,2,10.6725,1498.0,104.55,142.0,4000.0,4000.0
1346,11688,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4,13.350000000000001,1497.0,117.3,145.0,4600.0,4600.0
1347,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,5,14.370000000000001,2494.0,157.7,213.0,4500.0,4500.0
1348,23712,Diesel,Trustmark Dealer,Manual,First Owner,5.0,3,23.8765,1248.0,88.5,200.0,1750.0,1750.0
1349,70670,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,6,12.375,1499.0,110.0,140.0,4400.0,4400.0
1350,79011,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,7,13.5,1497.0,117.3,145.0,4600.0,4600.0
1351,40000,Petrol,Individual,Manual,First Owner,5.0,10,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
1352,10000,Petrol,Individual,Manual,First Owner,5.0,3,14.174999999999999,1197.0,81.86,113.75,4000.0,4000.0
1353,35000,Diesel,Individual,Manual,First Owner,6.0,4,14.0675,2498.0,105.0,247.0,1800.0,2000.0
1354,58500,Petrol,Individual,Manual,First Owner,5.0,6,13.875,1197.0,85.8,114.0,4000.0,4000.0
1355,20000,Petrol,Individual,Manual,First Owner,5.0,3,16.049999999999997,1197.0,83.1,115.0,4000.0,4000.0
1356,30000,Diesel,Individual,Manual,First Owner,7.0,3,14.96,2179.0,153.86,400.0,1750.0,2500.0
1357,63000,Diesel,Individual,Manual,First Owner,5.0,6,19.354499999999998,1498.0,98.59,205.0,1750.0,3250.0
1358,35000,Diesel,Individual,Manual,First Owner,7.0,5,13.566,2523.0,62.1,195.0,1400.0,2200.0
1359,110000,Diesel,Individual,Manual,Second Owner,5.0,9,16.226499999999998,1396.0,69.0,135.0,2500.0,2500.0
1360,25000,Diesel,Individual,Manual,First Owner,7.0,3,14.96,2179.0,153.86,400.0,1750.0,2500.0
1361,30000,Petrol,Individual,Automatic,First Owner,5.0,4,13.02,1197.0,81.86,113.75,4000.0,4000.0
1362,35000,Diesel,Individual,Manual,First Owner,8.0,3,14.705,1497.0,121.0,300.0,1750.0,2500.0
1363,30000,Petrol,Individual,Manual,First Owner,5.0,3,17.2575,999.0,67.0,91.0,4250.0,4250.0
1364,56000,Petrol,Individual,Manual,First Owner,5.0,7,13.049999999999999,1497.0,117.3,145.0,4600.0,4600.0
1365,12700,Petrol,Individual,Manual,First Owner,5.0,4,15.3825,998.0,67.04,90.0,3500.0,3500.0
1366,35000,Diesel,Individual,Manual,First Owner,5.0,3,18.275,1497.0,108.5,260.0,1500.0,2750.0
1367,30000,Petrol,Individual,Manual,First Owner,5.0,4,14.325000000000001,1197.0,82.0,114.0,4000.0,4000.0
1368,120000,Diesel,Individual,Manual,First Owner,9.0,9,10.2425,2179.0,120.0,290.0,1800.0,2800.0
1369,100000,Diesel,Individual,Manual,First Owner,7.0,4,11.985,2179.0,147.94,320.0,1500.0,3000.0
1370,34000,Petrol,Individual,Manual,First Owner,5.0,4,18.8775,799.0,53.3,72.0,4386.0,4386.0
1371,56000,Diesel,Individual,Manual,First Owner,8.0,10,11.049999999999999,2489.0,95.0,220.0,1400.0,2600.0
1372,90000,Petrol,Individual,Manual,First Owner,5.0,13,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
1373,65000,Petrol,Individual,Manual,Second Owner,5.0,11,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
1374,80000,Diesel,Individual,Manual,First Owner,7.0,10,11.840499999999999,2179.0,138.0,320.0,1700.0,2700.0
1375,90000,Diesel,Individual,Manual,Third Owner,8.0,9,10.2425,2179.0,120.0,290.0,1800.0,2800.0
1376,40000,Petrol,Individual,Manual,First Owner,5.0,6,17.9625,998.0,67.05,90.0,3500.0,3500.0
1377,58000,Diesel,Individual,Manual,First Owner,5.0,5,16.7195,1582.0,126.2,259.9,1900.0,2750.0
1378,25000,Petrol,Individual,Manual,First Owner,7.0,3,14.504999999999999,1462.0,103.0,138.0,4400.0,4400.0
1379,100000,Petrol,Individual,Manual,First Owner,5.0,5,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
1380,120000,Diesel,Individual,Manual,First Owner,5.0,8,18.955000000000002,1248.0,74.0,190.0,1750.0,3000.0
1381,90000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,11,12.75,1197.0,80.0,111.72000000000001,4000.0,4000.0
1382,46815,Diesel,Individual,Manual,Second Owner,5.0,8,18.785,1248.0,76.9,205.0,1750.0,1750.0
1383,80000,Petrol,Individual,Manual,First Owner,5.0,6,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
1384,100000,Diesel,Individual,Manual,Third Owner,7.0,8,17.6545,1248.0,88.8,200.0,1750.0,1750.0
1385,80000,Petrol,Individual,Manual,First Owner,5.0,7,15.3825,998.0,67.06,90.0,3500.0,3500.0
1386,70000,Petrol,Individual,Manual,Third Owner,5.0,6,17.325000000000003,998.0,67.04,90.0,3500.0,3500.0
1387,80000,Diesel,Individual,Manual,First Owner,5.0,10,14.45,1405.0,71.0,135.0,2500.0,2500.0
1388,40000,Petrol,Individual,Manual,First Owner,5.0,7,17.055,796.0,47.3,69.0,3500.0,3500.0
1389,80000,Diesel,Individual,Manual,First Owner,5.0,10,14.45,1405.0,71.0,135.0,2500.0,2500.0
1390,60000,Petrol,Individual,Manual,Second Owner,5.0,10,13.544999999999998,1198.0,75.0,104.0,4000.0,4000.0
1391,50000,Petrol,Individual,Manual,First Owner,5.0,4,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
1392,30000,Diesel,Individual,Manual,First Owner,5.0,5,19.159,1396.0,88.73,219.7,1500.0,2750.0
1393,25000,Petrol,Individual,Manual,First Owner,5.0,4,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
1394,334000,Diesel,Individual,Manual,First Owner,7.0,11,10.88,2494.0,102.0,199.92,1400.0,3400.0
1395,100000,Diesel,Individual,Manual,First Owner,7.0,5,14.8325,1493.0,100.0,240.0,1600.0,2800.0
1396,175000,Diesel,Individual,Manual,First Owner,5.0,7,16.1585,1461.0,108.45,248.0,2250.0,2250.0
1397,65000,Petrol,Individual,Automatic,Third Owner,5.0,10,9.45,1586.0,103.3,145.0,4100.0,4100.0
1398,90000,Petrol,Individual,Manual,First Owner,5.0,12,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
1399,80000,Diesel,Individual,Manual,Second Owner,5.0,10,17.0,1399.0,68.0,160.0,2000.0,2000.0
1400,110000,Diesel,Individual,Manual,First Owner,7.0,3,13.905999999999999,2179.0,140.0,320.0,1500.0,2800.0
1402,60000,Petrol,Individual,Automatic,Third Owner,5.0,13,15.0,1339.0,108.5,123.0,1000.0,2500.0
1403,100875,Diesel,Individual,Automatic,First Owner,8.0,11,10.0215,2179.0,120.0,290.0,1800.0,2800.0
1404,30000,Petrol,Individual,Manual,First Owner,5.0,5,15.637500000000001,1197.0,83.14,115.0,4000.0,4000.0
1405,118000,Diesel,Individual,Manual,First Owner,5.0,8,20.4,1120.0,70.0,160.0,1500.0,2750.0
1406,69000,Diesel,Individual,Manual,Third Owner,5.0,8,18.972,1582.0,126.32,259.8,1900.0,2750.0
1407,25000,Petrol,Individual,Manual,Second Owner,5.0,6,15.637500000000001,1197.0,83.14,115.0,4000.0,4000.0
1408,100000,Petrol,Individual,Automatic,First Owner,5.0,6,12.674999999999999,1197.0,81.86,113.75,4000.0,4000.0
1409,110000,Diesel,Individual,Manual,First Owner,5.0,6,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
1410,60000,Diesel,Individual,Manual,Third Owner,5.0,6,17.3825,1461.0,83.8,200.0,1900.0,1900.0
1411,128000,Petrol,Individual,Manual,First Owner,5.0,13,0.0,1086.0,62.0,96.1,3000.0,3000.0
1412,120000,Diesel,Individual,Manual,First Owner,5.0,4,23.188,1047.0,69.0,140.0,1800.0,3000.0
1414,5000,Petrol,Individual,Automatic,First Owner,5.0,1,15.524999999999999,1197.0,81.86,113.75,4000.0,4000.0
1415,90000,Petrol,Individual,Manual,Second Owner,5.0,12,15.27,1197.0,78.9,111.8,4000.0,4000.0
1416,90000,Diesel,Individual,Manual,First Owner,5.0,4,16.7195,1582.0,126.2,259.9,1900.0,2750.0
1417,144030,Petrol,Individual,Manual,First Owner,5.0,9,9.600000000000001,2354.0,177.6,222.0,4300.0,4300.0
1418,200000,Diesel,Individual,Manual,First Owner,5.0,7,21.335,1498.0,98.6,200.0,1750.0,1750.0
1419,29000,Petrol,Individual,Manual,First Owner,5.0,5,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
